PROCEDURE,Billing Description,UNIT CHARGE
333000053,"RADN RX DELIV,BODY, EACH FRACTION - FACILITY",11012.81
333000054,RADIOELEMENT HANDLING - FACILITY,199.38
333000055,TELETHX ISODOSE PLN CPLX W/BASIC DOSIMETRY - FACILITY,708.1
333000056,TELETHX ISODOSE PLN SMPL W/DOSIMETRY CALCULATION - FACILITY,378.97
333000057,THERAPEUTIC RADIOLOGY PORT IMAGES(S) - FACILITY,168.78
333000061,SURFACE APPLIC LOW DOSE RATE RADIONUCLIDE SOURCE - FACILITY,137.31
333000063,RADIATION TX DELIVERY SUPERFICIAL&/ORTHO VOLTA - FACILITY,311.52
335000000,"CHEMOTHER, IV INFUSE, EACH SEQU INFUS - FACILITY",339.34
335000002,"CHEMOTHER, IV INFUSION, 1 HR - FACILITY",716.36
335000003,"CHEMOTHER, IV INFUSION, EA ADD HR - FACILITY",163.36
335000004,"CHEMOTHER,IA PUSH TECHNIQUE - FACILITY",749.12
340000000,ACUTE GI BLOOD LOSS IMAGING - FACILITY,1266.83
340000001,ADRENAL NUCLEAR IMAGING - FACILITY,1236.65
340000002,"BONE MARROW IMAGING, LTD - FACILITY",803.27
340000003,"BONE IMAGING, 3 PHASE - FACILITY",1165.95
340000004,"BONE IMAGING, LIMITED AREA - FACILITY",898.94
340000005,"BONE IMAGING, MULTIPLE AREAS - FACILITY",960.95
340000006,BONE IMAGING (SPECT) - FACILITY,1482.82
340000007,"BONE IMAGING, WHOLE BODY - FACILITY",1044.02
340000009,BRAIN IMAGING TOMOGRAPHIC SPECT - FACILITY,1914.72
340000011,COLORECTAL/NEORECTAL EMPTYING - FACILITY,482.6
340000012,CSF FLUID SCAN CISTERNOGRAPHY - FACILITY,1789.29
340000013,CSF SHUNT EVALUATION - FACILITY,1798.49
340000014,CSF SCAN SPECT - FACILITY,1858.86
340000017,"ESOPHAGEAL MOTILITY STUDY, IMAGING - FACILITY",899.68
340000018,GSTRC EMPTNG IMAG STD W/SM BWL COL TRNST MLT DAY - FACILITY,2261.94
340000019,GASTRIC EMPTYNG IMAG STD W/SM BWL TRANSIT - FACILITY,1874.86
340000020,GASTRIC EMPTYING IMAGING STUDY - FACILITY,2261.94
340000021,GASTRIC MUCOSA IMAGING - FACILITY,981.07
340000022,HEPATOBILIARY SYST IMAGING INCLUDING GALLBLADDER - FACILITY,1580.28
340000023,HEPATOBIL SYST IMAG INC GB W/PHARMA INTERVENJ - FACILITY,2167.2
340000024,"ABSCESS IMAGING, LTD AREA - FACILITY",1308.27
340000025,NUCLEAR LOCALIZATION/ABSCESS - FACILITY,2484.8
340000026,"ABSCESS IMAGING, WHOLE BODY - FACILITY",2300.02
340000029,"RENAL IMAGING, STATIC - FACILITY",643.95
340000030,RENAL IMAGING SPECT - FACILITY,1378.09
340000032,"RENAL FLOW/FUNCT IMAGE,PHARM RX - FACILITY",979.6
340000033,RENAL FLOW/FUNCT IMAGING - FACILITY,1094.42
340000034,LIVER AND SPLEEN IMAGING - FACILITY,815.95
340000035,LIVER IMAGING (SPECT) - FACILITY,1458.73
340000036,LIVER IMAGING - FACILITY,855.95
340000037,LUNG PERFUSION IMAGING - FACILITY,1079.86
340000038,PULMONARY VENTILATION & PERFUSION IMAGING - FACILITY,1715.11
340000039,PULMONARY VENTILATION IMAGING - FACILITY,918
340000040,LYMPHATICS & LYMPH GLANDS IMAGING - FACILITY,1615.28
340000041,BOWEL IMAGING - FACILITY,896.04
340000043,MYOCARDIAL SPECT MULTIPLE STUDIES - FACILITY,2131.46
340000044,MYOCARDIAL SPECT SINGLE STUDY AT REST OR STRESS - FACILITY,1339.49
340000045,GASTROESOPHAGEAL REFLUX EXAM - FACILITY,950.73
340000046,PARATHYROID IMAGING W/TOMOGRAPHIC SPECT & CT - FACILITY,3051.21
340000047,PARATHYROID PLANAR IMAGING - FACILITY,1283.75
340000049,PERITONEAL DISTRIBUTION - FACILITY,308.03
340000050,LEVEEN/SHUNT PATENCY EXAM - FACILITY,828.45
340000051,QUANT DIFFERENTIAL PULM PERFUSION W/WO IMAGING - FACILITY,1537.23
340000052,QUANT DIFF PULM PRFUSION & VENTLAJ W/WO IMAGING - FACILITY,1903.01
340000053,NUCLEAR TEAR FLOW - FACILITY,829.41
340000054,"NUCLEAR THERAPY, INTRA-ARTERIAL - FACILITY",2115.03
340000055,SERIAL SALIVARY IMAGING - FACILITY,795.62
340000059,THYROID MET IMAGING BODY - FACILITY,1699.68
340000060,THYROID MET UPTAKE - FACILITY,435.69
340000061,THYROID IMAGING WITH VASCULAR FLOW - FACILITY,807.28
340000062,THYROID UPTAKE W/BLOOD FLOW SNGLE/MULT QUAN MEAS - FACILITY,1015.93
340000063,THYROID UPTAKE SINGLE/MULTIPLE QUANT MEASUREMENT - FACILITY,445.99
340000064,"TUMOR IMAGING, LIMITED AREA - FACILITY",1481.58
340000065,"TUMOR IMAGING, MULT AREAS - FACILITY",1835.19
340000066,TUMOR IMAGING SPECT - FACILITY,2378.56
340000067,"TUMOR IMAGING, WHOLE BODY, 2 OR MORE DAYS - FACILITY",3387.9
340000068,"TUMOR IMAGING, WHOLE BODY, SINGLE DAY - FACILITY",2325.94
340000070,BLOOD VOLUME - FACILITY,1406.54
340000071,RSH COMPUTER DATA <30 MIN - FACILITY,334.42
340000074,"BONE MARROW IMAGING, BODY - FACILITY",1328.95
340000075,CARDIAC SHUNT IMAGING - FACILITY,512.59
340000078,RSH UNLISTED PET TECH LIMITED - FACILITY,532.05
340000080,"TUMOR IMAGING, LIMITED AREA - FACILITY",308.48
341000000,"GATED HEART, PLANAR SINGLE - FACILITY",1220.93
341000001,HEART INFARCT IMAGE SPECT - FACILITY,1038.61
341000003,CSF VENTRICULOGRAPHY - FACILITY,1531.51
341000004,BRAIN IMAGING MIN 4 STATIC VIEWS W VASCULAR FLOW - FACILITY,1377.53
342000000,"NUCLEAR THERAPY, IV - FACILITY",529.64
342000001,"NUCLEAR THERAPY, ORAL - FACILITY",552.6
342000002,"NUCLEAR THERAPY, MONOCLONAL AB - FACILITY",978.42
350000000,3D RENDERING W/INTERP&POSTPROC DIFF WORK STATION - FACILITY,466.71
350000001,"CT BONE DENS STUDY, 1+ SITE,AXIAL - FACILITY",541.63
350000002,"CT COLONOGRAPHY INC IMAGE PROCESS, DIAGNOSTIC, W/O CONTRAST - FACILITY",1229.67
350000003,"CT COLONOGRAPHY INC IMAGE PROCESS, DIAGNOSTIC, W/ CONTRAST - FACILITY",1847.43
350000004,"CT COLONOGRAPHY INC IMAGE PROCESS, SCREENING - FACILITY",2229.65
350000005,CT GUIDANCE NEEDLE PLACEMENT - FACILITY,1605.97
350000006,CT GUIDANCE STEREOTACTIC LOCALIZATION - FACILITY,2155.61
350000007,CT GUIDANCE TISSUE ABLATION - FACILITY,3051.59
350000008,CT HEART W/O CONTRAST QUANT EVAL CORONARY CALCIUM - FACILITY,329.55
350000010,CT NECK TISSUE CONTRAST - FACILITY,1297.34
350000011,"CT SCAN,SOFT TISSUE NECK,W/O CONTRAST - FACILITY",957.7
350000012,CT NECK TISSUE COMBO - FACILITY,1320.15
350000013,"CT ANGIO AORTOBIFEMORAL, COMBO - FACILITY",3316.06
350000014,"CT ANGIO,NECK COMBO,INCL IMAGE PROCESS - FACILITY",2387.01
350000015,MRI GUIDANCE NEEDLE PLACEMENT - FACILITY,3429.89
350000016,CT SKELETAL SURVEY LDWB - FACILITY,1627.2
350000021,LDCT FOR LUNG CA SCREEN - FACILITY,355.74
351000000,"CERBRAL PERFUSION STUDY, CT W/ CONTRAST - FACILITY",2878.02
351000001,CT SCAN HEAD CONTRAST - FACILITY,1214.28
351000002,"CT SCAN,HEAD/BRAIN,W/O CONTRAST MATL - FACILITY",857.87
351000003,CT SCAN HEAD COMBO - FACILITY,1422.85
351000004,"CT SCAN, FACE/JAW CONTRAST - FACILITY",1483.22
351000005,"CT SCAN,MAXILLOFACIAL AREA,W/O CONTRAST - FACILITY",1359.77
351000006,CT SCANS FACE/JAW COMBO - FACILITY,1878.16
351000007,CT SCAN SKULL CONTRAST - FACILITY,1296.23
351000008,"CT SCAN,ORBIT/SELLA/POST FOSSA/EAR,W/O - FACILITY",1004.07
351000009,CT SCAN SKULL COMBO - FACILITY,1553.66
351000010,"CT ANGIO,HEAD COMBO,INCL IMAGE PROCESS - FACILITY",2245.2
352000000,"CT SCAN,ABDOMEN AND PELVIS,W CONTRAST - FACILITY",2240.81
352000001,"CT SCAN,ABDOMENT AND PELVIS,W/O CONTRAST - FACILITY",1218.94
352000002,"CT SCAN,ABDOMENT AND PELVIS,COMBO - FACILITY",2889.92
352000003,CT SCAN OF ABDOMEN CONTRAST - FACILITY,1593.27
352000004,"CT SCAN,ABDOMEN,W/O CONTRAST - FACILITY",1081.79
352000005,CT SCAN OF ABDOMEN COMBO - FACILITY,1853.99
352000006,CT SCAN CERV SPINE CONTRAST - FACILITY,1891.82
352000007,"CT SCAN,CERVICAL SPINE,W/O CONTRAST - FACILITY",1258.65
352000008,CT SCAN CERV SP COMBO - FACILITY,2317.65
352000010,CT HEART CONTRAST EVAL CARDIAC STRUCT/MORPH - FACILITY,879.12
352000011,CT SCAN LUMBAR SP CONTRAST - FACILITY,1802.56
352000012,"CT SCAN,LUMBAR SPINE,W/O CONTRAST - FACILITY",1307.37
352000013,CT SCAN LUMBAR SP COMBO - FACILITY,1924.1
352000014,CT SCAN OF LEG CONTRAST - FACILITY,1199.81
352000015,"CT SCAN,LOWER EXTREMITY,W/O CONTRAST - FACILITY",982.4
352000016,CT SCAN OF LEG COMBO - FACILITY,1665.34
352000017,CT SCAN OF PELVIS CONTRAST - FACILITY,1632.61
352000018,"CT SCAN,PELVIS,W/O CONTRAST - FACILITY",978.02
352000019,CT SCAN OF PELVIS COMBO - FACILITY,1937.01
352000021,CT SCAN DORSAL SP CONTRAST - FACILITY,1780.74
352000022,"CT SCAN,THORACIC SPINE,W/O CONTRAST - FACILITY",1494.29
352000023,CT SCAN DORSAL SP COMBO - FACILITY,2024.33
352000024,CAT SCAN OF CHEST CONTRAST - FACILITY,1505.85
352000025,"CT SCAN,THORAX,W/O CONTRAST - FACILITY",1154.86
352000026,CAT SCAN OF CHEST COMBO - FACILITY,1877.24
352000027,CT SCAN OF ARM CONTRAST - FACILITY,1138.19
352000028,"CT SCAN,UPPER EXTREMITY,W/O CONTRAST - FACILITY",1122.02
352000029,CT SCAN OF ARM COMBO - FACILITY,1669.6
352000030,CT ANGIO ABD&PLVIS CNTRST MTRL W/WO CNTRST IMGES - FACILITY,3855.89
352000031,"CT ANGIO, ABD, COMBO,INCL IMAGE PROC - FACILITY",2315.25
352000032,"CT ANGIO, CHEST, COMBO, INCL IMAGE PROC - FACILITY",2419.8
352000033,CT ANGIO HRT CORNRY ART/BYPASS GRFTS CONTRST 3D POST - FACILITY,2429.03
352000034,"CT ANGIO,LOWER EXTREM,COMBO,IMAGE PRC - FACILITY",1798.9
352000035,"CT ANGIO, PELVIS, COMBO, INCL IMAGE PROC - FACILITY",1981.51
352000036,"CT ANGIO,UPPER EXTREM,COMBO - FACILITY",1798.47
360000002,OR LEVEL 1 EA 15 MIN - FACILITY,550
360000003,OR LEVEL 10 EA 15 MIN - FACILITY,1297
360000004,OR LEVEL 10 - FACILITY,6486
360000005,OR LEVEL 11 EA 15 MIN - FACILITY,1427
360000006,OR LEVEL 11 - FACILITY,7135
360000007,OR LEVEL 12 EA 15 MIN - FACILITY,1570
360000008,OR LEVEL 12 - FACILITY,7849
360000011,OR LEVEL 1 - FACILITY,2750
360000012,OR LEVEL 14 EA 15 MIN - FACILITY,2500
360000013,OR LEVEL 14 - FACILITY,12500
360000014,OR LEVEL 2 EA 15 MIN - FACILITY,605
360000015,OR LEVEL 2 - FACILITY,3025
360000016,OR LEVEL 3 EA 15 MIN - FACILITY,666
360000017,OR LEVEL 3 - FACILITY,3328
360000018,OR LEVEL 4 EA 15 MIN - FACILITY,732
360000019,OR LEVEL 4 - FACILITY,3661
360000020,OR LEVEL 5 EA 15 MIN - FACILITY,805
360000021,OR LEVEL 5 - FACILITY,4027
360000022,OR LEVEL 6 EA 15 MIN - FACILITY,886
360000023,OR LEVEL 6 - FACILITY,4430
360000024,OR LEVEL 7 EA 15 MIN - FACILITY,975
360000025,OR LEVEL 7 - FACILITY,4873
360000026,OR LEVEL 8 EA 15 MIN - FACILITY,1072
360000027,OR LEVEL 8 - FACILITY,5360
360000028,OR LEVEL 9 EA 15 MIN - FACILITY,1179
360000029,OR LEVEL 9 - FACILITY,5896
360000034,BY PASS STANDBY - FACILITY,1191.33
361000000,ABLATION BONE TUMOR RF PERQ W/IMG GDN WHEN DONE - FACILITY,5250.15
361000002,ABLATION RENAL TUMOR UNILATERAL PERQ CRYOTHERAPY - FACILITY,5250.15
361000003,ABLTJ 1/> RENAL TUMOR PRQ UNI RADIOFREQUENCY - FACILITY,5250.15
361000004,ABLTJ 1/> LVR TUM PRQ RF - FACILITY,5250.15
361000006,ABLATION 1/> LIVER TUMOR PERQ CRYOABLATION - FACILITY,5250.15
361000010,INTRACRANIAL BALLOON ANGIOPLASTY - FACILITY,15271.33
361000014,WITHDRAWAL OF ARTERIAL BLOOD - FACILITY,193.74
361000015,ARTHROCENTESIS ASPIR&/INJ INTERM JT/BURS W/US - FACILITY,1257.67
361000016,ARTHROCENTESIS ASPIR&/INJ INTERM JT/BURS W/O US - FACILITY,434.72
361000017,ARTHROCNT ASPIR&/INJ SMALL JT/BURSAW/US REC RPRT - FACILITY,1257.67
361000018,ARTHROCENTESIS ASPIR&/INJ MAJOR JT/BURSA W/US - FACILITY,1257.67
361000019,ARTHROCENTESIS ASPIR&/INJ MAJOR JT/BURSA W/O US - FACILITY,1257.67
361000038,"INSERT CATH,ART,PERCUT,SHORTTERM - FACILITY",902.33
361000039,ASPIRATION BLADDER INSERT SUPRAPUBIC CATHETER - FACILITY,3104.54
361000040,"PUCT/ASPIR BREAST CYST,EACH ADDN - FACILITY",434.72
361000041,PUNC/ASPIR BREAST CYST - FACILITY,866.22
361000042,ASPIRATION AND/OR INJECTION THYROID CYST - FACILITY,1257.67
361000043,BONE MARROW ASPIRATE &BIOPSY - FACILITY,1456.21
361000044,ASPIRAT/INJECTION GANGLION CYST(S) - FACILITY,434.72
361000045,PERCUT DRAIN/INJECT RENAL CYST - FACILITY,1247.95
361000046,BALLOON DILAT URETERAL STRICTURE W/IMG GID RS&I - FACILITY,3104.54
361000052,NEEDLE BIOPSY OF PANCREAS - FACILITY,2054.82
361000053,NEEDLE BIOPSY PLEURA - FACILITY,2054.82
361000054,"BIOPSY OF PROSTATE,NEEDLE/PUNCH - FACILITY",3104.54
361000055,RENAL BIOPSY PRQ TROCAR/NEEDLE - FACILITY,1257.67
361000056,"BIOPSY OF THYROID,PERCUT - FACILITY",866.22
361000059,BALLOON DILAT BILIARY DUCT/AMPULLA PRQ EACH DUCT - FACILITY,5250.15
361000064,BRNCHSC INCL FLUOR GDNCE DX W/CELL WASHG SPX - FACILITY,399.33
361000068,BRONCHOSCOPY W/TRANSBRONCHIAL LUNG BX 1 LOBE - FACILITY,2633.35
361000069,BRONCHOSCOPY NEEDLE BX TRACHEA MAIN STEM&/BRON - FACILITY,4414.68
361000077,BRNCHSC W/BRNCL ALVEOLAR LAVAGE - FACILITY,2633.35
361000078,BRONCHOSCOPY W/THER ASPIR TRACHBRNCL TREE 1ST - FACILITY,2633.35
361000080,BRONCHOSCOPY BRONCHIAL/ENDOBRNCL BX 1+ SITES - FACILITY,2633.35
361000081,BRONCHOSCOPY W/REMOVAL FOREIGN BODY - FACILITY,2633.35
361000083,"PERCUT BIOPSY, ABDOMINAL MASS - FACILITY",1257.67
361000085,"BONE BIOPSY,TROCAR/NEEDLE DEEP - FACILITY",3104.54
361000086,"BONE BIOPSY,TROCAR/NEEDLE SUPERF - FACILITY",1257.67
361000087,BX BREAST W DEVICE 1ST LESION MAGNETIC RES GUIDE - FACILITY,2054.82
361000088,BX BREAST W DEVICE ADDL LESION MAGNET RES GUIDE - FACILITY,2054.82
361000090,"BIOPSY OF BREAST, INCISIONAL - FACILITY",1926.62
361000091,BX BREAST W DEVICE 1ST LESION STEREOTACTIC GUIDE - FACILITY,2054.82
361000092,BX BREAST W DEVICE 1ST LESION ULTRASOUND GUIDE - FACILITY,2054.82
361000095,BIOPSY LUNG/MEDIASTINUM PERCUTANEOUS NEEDLE - FACILITY,2054.82
361000096,DEEP MUSCLE BIOPSY - FACILITY,1926.62
361000097,"NEEDLE BIOPSY,MUSCLE - FACILITY",1257.67
361000099,BIOPSY LIVER NEEDLE PERCUTANEOUS - FACILITY,2163.45
361000100,"BX SOFT TISSUES,PELV/HIP,SUPERFICL - FACILITY",1926.62
361000101,"BIOPSY SALIVARY GLAND,NEEDLE - FACILITY",1257.67
361000102,"BX ARM/ELBOW SOFT TISSUE,SUPERFICIAL - FACILITY",2633.35
361000103,"BX LOW LEG SOFT TISSUE,SUPERFICIAL - FACILITY",1257.67
361000104,BIOPSY SOFT TISSUE NECK/CHEST - FACILITY,2163.45
361000105,BIOPSY SOFT TISSUE SHOULDER SUPERFICIAL - FACILITY,1926.62
361000106,"BX THIGH/KNEE SOFT TISSUES,SUPERF - FACILITY",1926.62
361000107,PERCUT NEEDLE BIOPSY SPINAL CORD - FACILITY,2054.82
361000108,"NEEDLE BIOPSY, LYMPH NODE(S) - FACILITY",1257.67
361000111,SUPSLCTV CATH 2ND+ORD RENAL&ACCESSORY ARTERY/S&I - FACILITY,5250.15
361000112,"CATHETER ASPIRATN,NASOTRACH - FACILITY",232.49
361000113,PRQ PORTAL VEIN CATHETERIZATION ANY METHOD - FACILITY,2054.82
361000114,VENOUS SELECT SAMPLING W CATH - FACILITY,2054.82
361000115,CATH/INJECT HYSTEROSALPINGOGRAM - FACILITY,434.72
361000116,CHEMICAL CAUTERIZATION OF GRANULATION TISSUE - FACILITY,434.72
361000117,CESSATION THROMBOLYTIC THER W/CATHETER REMOVAL - FACILITY,3104.54
361000118,"CHANGE OF BLADDER TUBE,SIMPLE - FACILITY",1534.68
361000119,CHANGE GASTROSTOMY TUBE PERCUTANEOUS W/O GUIDE - FACILITY,749.12
361000120,CHANGE OF URETEROSTOMY TUBE VIA ILEAL CONDUIT - FACILITY,2054.82
361000121,CHEMODNRVTJ MUSC MUSC INNERVATED FACIAL NRV UNIL - FACILITY,866.22
361000124,"CHOLECYSTOSTOMY,PERCUTANEOUS, COMPLETE - FACILITY",5250.15
361000133,COMPLEX CYSTOMETROGRAM VOIDING PRESSURE STUDIES - FACILITY,1160.57
361000134,CONV EXT BIL DRG CATH TO INT-EXT BIL DRG CATH - FACILITY,7496.11
361000135,CONVERT NEPHROSTOMY CATH TO NEPHROURTRL CATH PRQ - FACILITY,1534.68
361000136,CONVERT GASTROSTOMY-GASTRO-JEJUNOSTOMY TUBE PERQ - FACILITY,2054.82
361000147,COMPLEX CYSTOMETROGRAM - FACILITY,1139.12
361000148,"DEBRIDEMENT, SKIN, SUB-Q TISSUE,=<20 SQ CM - FACILITY",866.22
361000150,DESTRUCTION BENIGN LESIONS UP TO 14 - FACILITY,214.28
361000151,DSTR NROLYTC AGNT PARVERTEB FCT ADDL CRVCL/THORA - FACILITY,1926.62
361000152,DSTR NROLYTC AGNT PARVERTEB FCT SNGL CRVCL/THORA - FACILITY,3104.54
361000153,DSTR NROLYTC AGNT PARVERTEB FCT SNGL LMBR/SACRAL - FACILITY,3104.54
361000154,"DESTRUC BENIGN/PREMAL,15+ LESIONS - FACILITY",749.12
361000161,IMG-GUIDE FLUID COLLXN DRAINAG CATH PERITON PERQ - FACILITY,2054.82
361000164,IMAGE FLUID COLLXN DRAINAG CATH TRANSREC/VAGINAL - FACILITY,2054.82
361000165,IMAGE-GUIDE FLUID COLLXN DRAINAGE CATH VISC PERQ - FACILITY,2054.82
361000173,ANAL/URINARY MUSCLE STUDY - FACILITY,645.67
361000175,ENDOLUMINAL BX BILIARY TREE PRQ ANY METH 1/MLT - FACILITY,5250.15
361000178,"ENDOVENOUS RF, 1ST VEIN - FACILITY",5250.15
361000179,ENDOVEN ABLTJ INCMPTNT VEIN XTR RF 2ND+ VEINS - FACILITY,4414.68
361000180,"ENDOVENOUS LASER, 1ST VEIN - FACILITY",5250.15
361000181,ENDOVEN ABLTJ INCMPTNT VEIN XTR LASER 2ND+ VEINS - FACILITY,5250.15
361000191,"ENDOVASC TEMP BALLOON OCCLUS,HEAD/NCK - FACILITY",15271.33
361000195,EXCHANGE BILIARY DRG CATHETER PRQ W/IMG GID RS&I - FACILITY,5250.15
361000196,EXCHANGE NEPHROSTOMY CATHETER PRQ W/IMG GID RS&I - FACILITY,1534.68
361000197,DRAINAGE CATHETER EXCHANGE - FACILITY,2054.82
361000198,"EXC SKIN BENIG 1.1-2 CM FACE,FACIAL - FACILITY",1534.68
361000199,"EXC SKIN BENIG >4 CM TRUNK,ARM,LEG - FACILITY",2163.45
361000200,"EXC SKIN BENIG 0.6-1 CM TRUNK,ARM,LEG - FACILITY",1257.67
361000201,"EXC SKIN BENIG 1.1-2 CM TRUNK,ARM,LEG - FACILITY",1257.67
361000208,EXC SKIN MALIG 1.1-2 CM REMAINDR BODY - FACILITY,1534.68
361000209,"EXC SKIN MALIG 2.1-3 CM TRUNK,ARM,LEG - FACILITY",1534.68
361000213,EXCISION TUMOR SOFT TISSUE BACK/FLANK SUBQ 3+CM - FACILITY,3104.54
361000214,EXC TUMOR SOFT TISSUE NECK/ANT THORAX SUBQ 3+CM - FACILITY,3104.54
361000215,EXCISON TUMOR SOFT TISSUE THIGH/KNEE SUBQ 3+CM - FACILITY,3104.54
361000220,FINE NEEDLE ASP;W/IMAGING GUIDANCE - FACILITY,866.22
361000221,FINE NEEDLE ASP;W/O IMAGING GUIDANCE - FACILITY,9462.66
361000223,DRAIN SKIN ABSCESS COMPLIC - FACILITY,749.12
361000224,DRAIN SKIN ABSCESS SIMPLE - FACILITY,434.72
361000226,DRAINAGE OF HEMATOMA/FLUID - FACILITY,3104.54
361000233,IMAGE-GUIDED CATHETER FLUID COLLECTION DRAINAGE - FACILITY,2054.82
361000241,"INJECT NERV BLCK,CELIAC PLEXUS - FACILITY",3104.54
361000242,"INJECT NERV BLCK,PARAVERT SYMPATH - FACILITY",3104.54
361000246,"INJECT ANES/STEROID FORAMEN CERV/THORACIC W IMG GUIDE ,EA ADD LEVEL - FACILITY",1926.62
361000247,"INJECT ANES/STEROID FORAMEN LUMBAR/SACRAL W IMG GUIDE ,EA ADD LEVEL - FACILITY",1534.68
361000248,"INJECT ANES/STEROID FORAMEN LUMBAR/SACRAL W IMG GUIDE ,1 LEVEL - FACILITY",2163.45
361000249,"INJECT ANES/STEROID FORAMEN CERV/THORACIC W IMG GUIDE ,1 LEVEL - FACILITY",2054.82
361000250,"INJECT NERV BLCK,GREAT OCCIPTL - FACILITY",1257.67
361000252,"INJECT NERV BLCK,INTERCOSTAL,ONE - FACILITY",866.22
361000253,"INJECT NERV BLCK,OTHR PERIPH NERV - FACILITY",2163.45
361000256,"INJECT NERV BLCK,STELLATE GANGLION - FACILITY",3104.54
361000258,"INJECT NERV BLCK,SUPRASCAP N. - FACILITY",2054.82
361000260,NJX PX ANTEGRDE NFROSGRM &/URTRGRM EXSTNG ACESS - FACILITY,1534.68
361000261,NJX PX ANTEGRDE NFROSGRM &/URTRGRM NEW ACCESS - FACILITY,1534.68
361000264,NJX CHOLANGIO PRQ W/IMG GID RS&I EXISTING ACCESS - FACILITY,1257.67
361000265,NJX CHOLANGIO PRQ W/IMG GID RS&I NEW ACCESS - FACILITY,5250.15
361000266,"CONTRAST INJ,ABSCESS/CYST VIA CATH TUBE - FACILITY",749.12
361000267,"CONTRAST INJ CENT VEN CATH, INC FLOURO - FACILITY",866.22
361000268,CONTRAST INJECTION PERCUTANEOUOS RADIOLOGIC EVAL GI TUBE - FACILITY,749.12
361000269,INJECTION FOR BLADDER X-RAY - FACILITY,1257.67
361000270,"INJECT DISKOGRAM,LUMBAR,EA LEVEL - FACILITY",3622.43
361000271,"INJ,LUMB EPIDUR,BLOOD/CLOT PATCH - FACILITY",2633.35
361000275,"INJECTION PROC,EXTREMITY,VENOGRAPHY - FACILITY",1257.67
361000276,"INJ DX/THER AGNT PARAVERT FACET JOINT,IMG GUIDE,CERV/THORAC, ADD LEVEL - FACILITY",1534.68
361000277,"INJ DX/THER AGNT PARAVERT FACET JOINT,IMG GUIDE,CERV/THORAC, 1ST LEVEL - FACILITY",2163.45
361000278,"INJ DX/THER AGNT PARAVERT FACET JOINT,IMG GUIDE,CERV/THORAC, 2ND LEVEL - FACILITY",1534.68
361000279,"INJ DX/THER AGNT PARAVERT FACET JOINT,IMG GUIDE,LUMBAR/SAC, ADD LEVEL - FACILITY",1534.68
361000280,"INJ DX/THER AGNT PARAVERT FACET JOINT,IMG GUIDE,LUMBAR/SAC, 1ST LEVEL - FACILITY",2163.45
361000281,"INJ DX/THER AGNT PARAVERT FACET JOINT,IMG GUIDE,LUMBAR/SAC, 2ND LEVEL - FACILITY",1534.68
361000283,INJECT RETROGRADE/CONDUIT X-RAY - FACILITY,1534.68
361000285,INJECTION KNEE ARTHROGRAPHY - FACILITY,749.12
361000286,INJECTION PROCEDURE MYELOGRAPHY/CT LUMBAR - FACILITY,2054.82
361000289,INJECTION RX EXTREMITY PSEUDOANEURYSM - FACILITY,866.22
361000290,INJECT PLATELET RICH PLASMA W/IMG HARVEST/PREPARATOIN - FACILITY,1534.68
361000292,INJECTION HIP ARTHROGRAM - FACILITY,866.22
361000293,INJECTION FOR LYMPHATIC XRAY - FACILITY,3104.54
361000294,IDENTIFY SENTINEL NODE - FACILITY,1257.67
361000295,INJECT FOR RETROGRADE URETHOCYSTO - FACILITY,1534.68
361000296,INJECTION SCLEROSANT SINGLE INCMPTNT VEIN - FACILITY,749.12
361000297,INJ PROC SHOULDER ARTHROGRAPHY/CT/MRI - FACILITY,749.12
361000298,"INJECTION,SACROILIAC JOINT - FACILITY",1257.67
361000299,INJECT SINUS TRACT FOR DX W XRAY - FACILITY,866.22
361000302,INJECT TENDON SHEATH/LIGAMENT - FACILITY,866.22
361000303,"INJECT TRIGGER POINTS, > 3 - FACILITY",866.22
361000304,"INJECT TRIGGER POINT, 1 OR 2 - FACILITY",866.22
361000305,"INJECT INDWELL CATH,URETER X-RAY - FACILITY",1534.68
361000309,INSERT TRANSVEN INTRAHEP PORTOSYS SHUNT - FACILITY,5250.15
361000312,INSJ INTRAPERITONEAL CATHETER W/IMG GUID - FACILITY,5250.15
361000313,PLMT NTRSTL DEV RADJ THX GID PRQ INTRATHRC 1/MLT - FACILITY,1527.46
361000314,INSERT NON-TUNNEL CV CATH - FACILITY,2163.45
361000315,INSJ NON-TUNNELED CENTRAL VENOUS CATH AGE < 5 Y - FACILITY,2054.82
361000320,INSERT PICC W/O SUB-Q PORT - FACILITY,2054.82
361000321,INSJ PRPH CVC W/O SUBQ PORT/PMP UNDER 5 YR - FACILITY,2054.82
361000324,INTRACRANIAL BALLOON ANGIOPLSTY W/STENT - FACILITY,10401.17
361000325,"INSERT,TEMP INDWELLING BLAD CATH,SIMPLE - FACILITY",187.41
361000327,INSERT CECOSTOMY/OTHER COLONIC TUBE PERCUTANEOUS - FACILITY,3104.54
361000328,TUBE THORACOSTOMY INCLUDES WATER SEAL - FACILITY,1534.68
361000330,INSJ TUNNELED CTR VAD W/SUBQ PORT AGE 5 YR/> - FACILITY,5250.15
361000331,INSJ TUNNELED CVC W/O SUBQ PORT/PMP AGE 5 YR/> - FACILITY,5250.15
361000337,INSERT DUODENOSTOMY/JEJUNOSTOMY TUBE PERQ - FACILITY,3104.54
