PROCEDURE,Billing Description,UNIT CHARGE
340000012,CSF FLUID SCAN CISTERNOGRAPHY - FACILITY,1014.75
340000013,CSF SHUNT EVALUATION - FACILITY,1432.62
340000015,CSF LEAKAGE DETECTION & LOCALIZATION - FACILITY,1273.02
340000018,GSTRC EMPTNG IMAG STD W/SM BWL COL TRNST MLT DAY - FACILITY,1435.01
340000019,GASTRIC EMPTYNG IMAG STD W/SM BWL TRANSIT - FACILITY,1089.7
340000020,GASTRIC EMPTYING IMAGING STUDY - FACILITY,1048.88
340000022,HEPATOBILIARY SYST IMAGING INCLUDING GALLBLADDER - FACILITY,1338.28
340000023,HEPATOBIL SYST IMAG INC GB W/PHARMA INTERVENJ - FACILITY,1587.52
340000025,NUCLEAR LOCALIZATION/ABSCESS - FACILITY,1769.23
340000026,"ABSCESS IMAGING, WHOLE BODY - FACILITY",2067.97
340000032,"RENAL FLOW/FUNCT IMAGE,PHARM RX - FACILITY",817.52
340000033,RENAL FLOW/FUNCT IMAGING - FACILITY,893.74
340000035,LIVER IMAGING (SPECT) - FACILITY,1327.61
340000036,LIVER IMAGING - FACILITY,695.93
340000038,PULMONARY VENTILATION & PERFUSION IMAGING - FACILITY,1333.41
340000039,PULMONARY VENTILATION IMAGING - FACILITY,611.8
340000040,LYMPHATICS & LYMPH GLANDS IMAGING - FACILITY,1098.62
340000041,BOWEL IMAGING - FACILITY,835.23
340000043,MYOCARDIAL SPECT MULTIPLE STUDIES - FACILITY,1521.52
340000044,MYOCARDIAL SPECT SINGLE STUDY AT REST OR STRESS - FACILITY,890.63
340000046,PARATHYROID IMAGING W/TOMOGRAPHIC SPECT & CT - FACILITY,1985.31
340000052,QUANT DIFF PULM PRFUSION & VENTLAJ W/WO IMAGING - FACILITY,1144.44
340000054,"NUCLEAR THERAPY, INTRA-ARTERIAL - FACILITY",2000
340000062,THYROID UPTAKE W/BLOOD FLOW SNGLE/MULT QUAN MEAS - FACILITY,612
340000066,TUMOR IMAGING SPECT - FACILITY,2141.12
340000067,"TUMOR IMAGING, WHOLE BODY, 2 OR MORE DAYS - FACILITY",2562.56
340000070,BLOOD VOLUME - FACILITY,731.17
340000074,"BONE MARROW IMAGING, BODY - FACILITY",906.07
340000075,CARDIAC SHUNT IMAGING - FACILITY,576.23
340000076,LIVER IMAGING WITH FLOW - FACILITY,605.5
340000079,LIVER IMAGE (3-D) W/FLOW - FACILITY,1290.3
340000080,"TUMOR IMAGING, LIMITED AREA - FACILITY",336.17
342000000,"NUCLEAR THERAPY, IV - FACILITY",328.35
343000000,RX 343 DX RADIOPHARMS - FACILITY,750
344000001,RADIUM RA223 DICHLORIDE THER - FACILITY,148
350000000,3D RENDERING W/INTERP&POSTPROC DIFF WORK STATION - FACILITY,640.15
350000002,"CT COLONOGRAPHY INC IMAGE PROCESS, DIAGNOSTIC, W/O CONTRAST - FACILITY",1010.88
350000003,"CT COLONOGRAPHY INC IMAGE PROCESS, DIAGNOSTIC, W/ CONTRAST - FACILITY",1569.48
350000005,CT GUIDANCE NEEDLE PLACEMENT - FACILITY,1944.83
350000006,CT GUIDANCE STEREOTACTIC LOCALIZATION - FACILITY,2568.05
350000007,CT GUIDANCE TISSUE ABLATION - FACILITY,4061.27
350000008,CT HEART W/O CONTRAST QUANT EVAL CORONARY CALCIUM - FACILITY,451.44
350000010,CT NECK TISSUE CONTRAST - FACILITY,941.11
350000011,"CT SCAN,SOFT TISSUE NECK,W/O CONTRAST - FACILITY",882.5
350000012,CT NECK TISSUE COMBO - FACILITY,1215.94
350000013,"CT ANGIO AORTOBIFEMORAL, COMBO - FACILITY",2483.71
350000014,"CT ANGIO,NECK COMBO,INCL IMAGE PROCESS - FACILITY",1635.6
350000015,MRI GUIDANCE NEEDLE PLACEMENT - FACILITY,4004.55
350000016,CT SKELETAL SURVEY LDWB - FACILITY,1080
350000019,CT HEART W/O CONTRAST QUANT EVAL CORONARY CALCIUM - FACILITY,451.44
350000021,LDCT FOR LUNG CA SCREEN - FACILITY,170.82
351000000,"CERBRAL PERFUSION STUDY, CT W/ CONTRAST - FACILITY",1200
351000001,CT SCAN HEAD CONTRAST - FACILITY,884.96
351000002,"CT SCAN,HEAD/BRAIN,W/O CONTRAST MATL - FACILITY",760.55
351000003,CT SCAN HEAD COMBO - FACILITY,1047.28
351000004,"CT SCAN, FACE/JAW CONTRAST - FACILITY",1003.65
351000005,"CT SCAN,MAXILLOFACIAL AREA,W/O CONTRAST - FACILITY",939
351000007,CT SCAN SKULL CONTRAST - FACILITY,1112.66
351000008,"CT SCAN,ORBIT/SELLA/POST FOSSA/EAR,W/O - FACILITY",832.98
351000010,"CT ANGIO,HEAD COMBO,INCL IMAGE PROCESS - FACILITY",1635.6
352000000,"CT SCAN,ABDOMEN AND PELVIS,W CONTRAST - FACILITY",1883.47
352000001,"CT SCAN,ABDOMENT AND PELVIS,W/O CONTRAST - FACILITY",1204
352000002,"CT SCAN,ABDOMENT AND PELVIS,COMBO - FACILITY",2275.51
352000003,CT SCAN OF ABDOMEN CONTRAST - FACILITY,1255.68
352000004,"CT SCAN,ABDOMEN,W/O CONTRAST - FACILITY",1007.7
352000005,CT SCAN OF ABDOMEN COMBO - FACILITY,1701.7
352000006,CT SCAN CERV SPINE CONTRAST - FACILITY,1375.48
352000007,"CT SCAN,CERVICAL SPINE,W/O CONTRAST - FACILITY",1123.91
352000008,CT SCAN CERV SP COMBO - FACILITY,1576.2
352000010,CT HEART CONTRAST EVAL CARDIAC STRUCT/MORPH - FACILITY,684.09
352000011,CT SCAN LUMBAR SP CONTRAST - FACILITY,1354.4
352000012,"CT SCAN,LUMBAR SPINE,W/O CONTRAST - FACILITY",1113.63
352000014,CT SCAN OF LEG CONTRAST - FACILITY,1047.28
352000015,"CT SCAN,LOWER EXTREMITY,W/O CONTRAST - FACILITY",909
352000016,CT SCAN OF LEG COMBO - FACILITY,1193.51
352000017,CT SCAN OF PELVIS CONTRAST - FACILITY,1286.8
352000018,"CT SCAN,PELVIS,W/O CONTRAST - FACILITY",942.68
352000019,CT SCAN OF PELVIS COMBO - FACILITY,1588.97
352000021,CT SCAN DORSAL SP CONTRAST - FACILITY,1377.38
352000022,"CT SCAN,THORACIC SPINE,W/O CONTRAST - FACILITY",1113.63
352000023,CT SCAN DORSAL SP COMBO - FACILITY,1672
352000024,CAT SCAN OF CHEST CONTRAST - FACILITY,1178.36
352000025,"CT SCAN,THORAX,W/O CONTRAST - FACILITY",1004.88
352000026,CAT SCAN OF CHEST COMBO - FACILITY,1508.55
352000027,CT SCAN OF ARM CONTRAST - FACILITY,1044.48
352000028,"CT SCAN,UPPER EXTREMITY,W/O CONTRAST - FACILITY",911.4
352000030,CT ANGIO ABD&PLVIS CNTRST MTRL W/WO CNTRST IMGES - FACILITY,3277.5
352000031,"CT ANGIO, ABD, COMBO,INCL IMAGE PROC - FACILITY",2219.37
352000032,"CT ANGIO, CHEST, COMBO, INCL IMAGE PROC - FACILITY",1853.87
352000033,CT ANGIO HRT CORNRY ART/BYPASS GRFTS CONTRST 3D POST - FACILITY,2331.94
352000034,"CT ANGIO,LOWER EXTREM,COMBO,IMAGE PRC - FACILITY",1406.16
352000035,"CT ANGIO, PELVIS, COMBO, INCL IMAGE PROC - FACILITY",1884.29
352000036,"CT ANGIO,UPPER EXTREM,COMBO - FACILITY",1482.77
360000002,OR LEVEL 1 EA 15 MIN - FACILITY,275
360000003,OR LEVEL 10 EA 15 MIN - FACILITY,1440
360000004,OR LEVEL 10 - FACILITY,9515
360000005,OR LEVEL 11 EA 15 MIN - FACILITY,1540
360000006,OR LEVEL 11 - FACILITY,9950
360000007,OR LEVEL 12 EA 15 MIN - FACILITY,1650
360000008,OR LEVEL 12 - FACILITY,10400
360000011,OR LEVEL 1 - FACILITY,2730
360000014,OR LEVEL 2 EA 15 MIN - FACILITY,310
360000015,OR LEVEL 2 - FACILITY,3010
360000016,OR LEVEL 3 EA 15 MIN - FACILITY,335
360000017,OR LEVEL 3 - FACILITY,3400
360000018,OR LEVEL 4 EA 15 MIN - FACILITY,480
360000019,OR LEVEL 4 - FACILITY,4600
360000020,OR LEVEL 5 EA 15 MIN - FACILITY,510
360000021,OR LEVEL 5 - FACILITY,5185
360000022,OR LEVEL 6 EA 15 MIN - FACILITY,755
360000023,OR LEVEL 6 - FACILITY,7426
360000024,OR LEVEL 7 EA 15 MIN - FACILITY,795
360000025,OR LEVEL 7 - FACILITY,7760
360000026,OR LEVEL 8 EA 15 MIN - FACILITY,1255
360000027,OR LEVEL 8 - FACILITY,8125
360000028,OR LEVEL 9 EA 15 MIN - FACILITY,1340
360000029,OR LEVEL 9 - FACILITY,9300
361000000,ABLATION BONE TUMOR RF PERQ W/IMG GDN WHEN DONE - FACILITY,12000
361000001,"OPEN ABLATION RENAL MASS CRYOSURGICAL, ULTRASOUND GUIDE - FACILITY",8200
361000003,ABLTJ 1/> RENAL TUMOR PRQ UNI RADIOFREQUENCY - FACILITY,16500
361000004,ABLTJ 1/> LVR TUM PRQ RF - FACILITY,16500
361000005,"ABLAT,OPEN,1+ LIVER TUMOR(S),RADIOFREQ - FACILITY",7000
361000006,ABLATION 1/> LIVER TUMOR PERQ CRYOABLATION - FACILITY,16500
361000014,WITHDRAWAL OF ARTERIAL BLOOD - FACILITY,197
361000015,ARTHROCENTESIS ASPIR&/INJ INTERM JT/BURS W/US - FACILITY,1000
361000016,ARTHROCENTESIS ASPIR&/INJ INTERM JT/BURS W/O US - FACILITY,1000
361000017,ARTHROCNT ASPIR&/INJ SMALL JT/BURSAW/US REC RPRT - FACILITY,1000
361000018,ARTHROCENTESIS ASPIR&/INJ MAJOR JT/BURSA W/US - FACILITY,1000
361000019,ARTHROCENTESIS ASPIR&/INJ MAJOR JT/BURSA W/O US - FACILITY,1000
361000020,ARTHROCENTESIS ASPIR&/INJ SMALL JT/BURSA W/O US - FACILITY,1000
361000038,"INSERT CATH,ART,PERCUT,SHORTTERM - FACILITY",381
361000039,ASPIRATION BLADDER INSERT SUPRAPUBIC CATHETER - FACILITY,7000
361000044,ASPIRAT/INJECTION GANGLION CYST(S) - FACILITY,1000
361000045,PERCUT DRAIN/INJECT RENAL CYST - FACILITY,2377
361000049,"BILIARY ENDOSCOPY PERCUT,DIL+STENT - FACILITY",16500
361000050,"BILIARY ENDOSCOPY PERCUT,DIL STRICT - FACILITY",8200
361000051,"BIOPSY,PANCREAS,OPEN - FACILITY",12000
361000052,NEEDLE BIOPSY OF PANCREAS - FACILITY,2377
361000053,NEEDLE BIOPSY PLEURA - FACILITY,2377
361000054,"BIOPSY OF PROSTATE,NEEDLE/PUNCH - FACILITY",5000
361000055,RENAL BIOPSY PRQ TROCAR/NEEDLE - FACILITY,2377
361000056,"BIOPSY OF THYROID,PERCUT - FACILITY",2000
361000059,BALLOON DILAT BILIARY DUCT/AMPULLA PRQ EACH DUCT - FACILITY,5000
361000062,OPN BRACHIAL ARTERY EXPOS DLVR EVASC PROSTH UNI - FACILITY,5000
361000063,"BRONCHOSCOPY,RX STENOSIS - FACILITY",5580
361000064,BRNCHSC INCL FLUOR GDNCE DX W/CELL WASHG SPX - FACILITY,3350
361000066,BRNCHSC REMOVAL BRONCHIAL VALVE INITIAL - FACILITY,5580
361000068,BRONCHOSCOPY W/TRANSBRONCHIAL LUNG BX 1 LOBE - FACILITY,5580
361000069,BRONCHOSCOPY NEEDLE BX TRACHEA MAIN STEM&/BRON - FACILITY,5580
361000071,BRNCHSC OCCLUSION&INSERT BRONCH VALVE INIT LOBE - FACILITY,6500
361000073,"BRONCHOSCOPY, BRONCH STENTS - FACILITY",6500
361000074,"BRONCHOSCOPY,TRACH DIL+STENT - FACILITY",6444
361000075,"BRONCHOSCOPY,TRACH/BRONCH DILATN - FACILITY",5580
361000076,BRNCHSC BRUSHING/PROTECTED BRUSHINGS - FACILITY,3350
361000077,BRNCHSC W/BRNCL ALVEOLAR LAVAGE - FACILITY,3350
361000078,BRONCHOSCOPY W/THER ASPIR TRACHBRNCL TREE 1ST - FACILITY,3350
361000080,BRONCHOSCOPY BRONCHIAL/ENDOBRNCL BX 1+ SITES - FACILITY,3350
361000081,BRONCHOSCOPY W/REMOVAL FOREIGN BODY - FACILITY,3350
361000083,"PERCUT BIOPSY, ABDOMINAL MASS - FACILITY",2377
361000084,BIOPSY BONE OPEN DEEP - FACILITY,2964
361000085,"BONE BIOPSY,TROCAR/NEEDLE DEEP - FACILITY",5000
361000086,"BONE BIOPSY,TROCAR/NEEDLE SUPERF - FACILITY",2377
361000087,BX BREAST W DEVICE 1ST LESION MAGNETIC RES GUIDE - FACILITY,2734
361000095,BIOPSY LUNG/MEDIASTINUM PERCUTANEOUS NEEDLE - FACILITY,2377
361000096,DEEP MUSCLE BIOPSY - FACILITY,5000
361000097,"NEEDLE BIOPSY,MUSCLE - FACILITY",2377
361000098,MUSCLE BIOPSY - FACILITY,5000
361000099,BIOPSY LIVER NEEDLE PERCUTANEOUS - FACILITY,2377
361000100,"BX SOFT TISSUES,PELV/HIP,SUPERFICL - FACILITY",2377
361000101,"BIOPSY SALIVARY GLAND,NEEDLE - FACILITY",2377
361000102,"BX ARM/ELBOW SOFT TISSUE,SUPERFICIAL - FACILITY",5000
361000103,"BX LOW LEG SOFT TISSUE,SUPERFICIAL - FACILITY",2377
361000104,BIOPSY SOFT TISSUE NECK/CHEST - FACILITY,5000
361000105,BIOPSY SOFT TISSUE SHOULDER SUPERFICIAL - FACILITY,2377
361000106,"BX THIGH/KNEE SOFT TISSUES,SUPERF - FACILITY",2377
361000107,PERCUT NEEDLE BIOPSY SPINAL CORD - FACILITY,2377
361000108,"NEEDLE BIOPSY, LYMPH NODE(S) - FACILITY",2377
361000109,"BIOPSY/EXCISION, LYMPH NODE(S) - FACILITY",8200
361000111,SUPSLCTV CATH 2ND+ORD RENAL&ACCESSORY ARTERY/S&I - FACILITY,8200
361000112,"CATHETER ASPIRATN,NASOTRACH - FACILITY",352
361000113,PRQ PORTAL VEIN CATHETERIZATION ANY METHOD - FACILITY,1000
361000114,VENOUS SELECT SAMPLING W CATH - FACILITY,500
361000115,CATH/INJECT HYSTEROSALPINGOGRAM - FACILITY,500
361000117,CESSATION THROMBOLYTIC THER W/CATHETER REMOVAL - FACILITY,7000
361000118,"CHANGE OF BLADDER TUBE,SIMPLE - FACILITY",500
361000120,CHANGE OF URETEROSTOMY TUBE VIA ILEAL CONDUIT - FACILITY,5000
361000121,CHEMODNRVTJ MUSC MUSC INNERVATED FACIAL NRV UNIL - FACILITY,640
361000124,"CHOLECYSTOSTOMY,PERCUTANEOUS, COMPLETE - FACILITY",8200
361000134,CONV EXT BIL DRG CATH TO INT-EXT BIL DRG CATH - FACILITY,5000
361000135,CONVERT NEPHROSTOMY CATH TO NEPHROURTRL CATH PRQ - FACILITY,2377
361000136,CONVERT GASTROSTOMY-GASTRO-JEJUNOSTOMY TUBE PERQ - FACILITY,2377
361000143,"CYSTOSCOPY,REMV CALCULUS,SIMPLE - FACILITY",5000
361000145,"CYSTOSCOPY,INSERT URETERAL STENT - FACILITY",8200
361000146,"CYSTOSCOPY,TX URETERAL STRICTURE - FACILITY",8200
361000148,"DEBRIDEMENT, SKIN, SUB-Q TISSUE,=<20 SQ CM - FACILITY",580
361000160,"DRAINAGE LYMPH NODE,SIMPLE - FACILITY",5000
361000161,IMG-GUIDE FLUID COLLXN DRAINAG CATH PERITON PERQ - FACILITY,1000
361000162,DRAIN ABD ABSCESS OPEN - FACILITY,12000
361000165,IMAGE-GUIDE FLUID COLLXN DRAINAGE CATH VISC PERQ - FACILITY,2377
361000170,ELECT ANLYS IMPLT ITHCL/EDRL PMP W/REPRG&REFILL - FACILITY,514
361000171,ANALYZE INFUSN PUMP+REPROGRAM - FACILITY,651
361000175,ENDOLUMINAL BX BILIARY TREE PRQ ANY METH 1/MLT - FACILITY,4415
361000176,ENDOLUMINAL BX URTR &/RNL PELVIS NONENDOSCOPIC - FACILITY,1755
361000177,ENDOVASC VISCER AORTA REPAIR FENEST 1 ENDOGRAFT - FACILITY,1000
361000180,"ENDOVENOUS LASER, 1ST VEIN - FACILITY",8200
361000182,ENDOVASC TAA REINCL SUBCL - FACILITY,7000
361000183,ENDOVASC TAA REW/O SUBCL - FACILITY,7000
361000184,ESOPHAGOSCP RIG TRANSORAL HYPOPHARYNX CRV ESOPH - FACILITY,6100
361000185,"AAA REPAIR,ILIAC ARTERY OCCLSN DEVICE - FACILITY",7000
361000191,"ENDOVASC TEMP BALLOON OCCLUS,HEAD/NCK - FACILITY",32000
361000192,ENDOVASC VISCER AORTA REPAIR FENEST 2 ENDOGRAFT - FACILITY,1000
361000193,ENDOVASC VISCER AORTA REPAIR FENEST 3 ENDOGRAFT - FACILITY,1000
361000195,EXCHANGE BILIARY DRG CATHETER PRQ W/IMG GID RS&I - FACILITY,5000
361000196,EXCHANGE NEPHROSTOMY CATHETER PRQ W/IMG GID RS&I - FACILITY,2377
361000197,DRAINAGE CATHETER EXCHANGE - FACILITY,5000
361000220,FINE NEEDLE ASP;W/IMAGING GUIDANCE - FACILITY,2000
361000224,DRAIN SKIN ABSCESS SIMPLE - FACILITY,500
361000226,DRAINAGE OF HEMATOMA/FLUID - FACILITY,5000
361000233,IMAGE-GUIDED CATHETER FLUID COLLECTION DRAINAGE - FACILITY,2377
361000240,AIR/CONTRAST INJECT INTO ABDOMEN - FACILITY,500
361000241,"INJECT NERV BLCK,CELIAC PLEXUS - FACILITY",2377
361000242,"INJECT NERV BLCK,PARAVERT SYMPATH - FACILITY",2377
361000243,"INJ,ANES AGENT,BRACHIAL PLEXUS,SINGLE - FACILITY",1000
361000246,"INJECT ANES/STEROID FORAMEN CERV/THORACIC W IMG GUIDE ,EA ADD LEVEL - FACILITY",1000
361000247,"INJECT ANES/STEROID FORAMEN LUMBAR/SACRAL W IMG GUIDE ,EA ADD LEVEL - FACILITY",1000
361000248,"INJECT ANES/STEROID FORAMEN LUMBAR/SACRAL W IMG GUIDE ,1 LEVEL - FACILITY",2377
361000249,"INJECT ANES/STEROID FORAMEN CERV/THORACIC W IMG GUIDE ,1 LEVEL - FACILITY",2377
361000250,"INJECT NERV BLCK,GREAT OCCIPTL - FACILITY",977
361000253,"INJECT NERV BLCK,OTHR PERIPH NERV - FACILITY",1000
361000254,"INJECT NERV BLCK,PHRENIC NERVE - FACILITY",1000
361000259,INJECTION FOR ANKLE ARTHROGRAM - FACILITY,500
361000260,NJX PX ANTEGRDE NFROSGRM &/URTRGRM EXSTNG ACESS - FACILITY,1000
361000261,NJX PX ANTEGRDE NFROSGRM &/URTRGRM NEW ACCESS - FACILITY,1732
361000264,NJX CHOLANGIO PRQ W/IMG GID RS&I EXISTING ACCESS - FACILITY,5000
361000265,NJX CHOLANGIO PRQ W/IMG GID RS&I NEW ACCESS - FACILITY,2994
361000266,"CONTRAST INJ,ABSCESS/CYST VIA CATH TUBE - FACILITY",1000
361000267,"CONTRAST INJ CENT VEN CATH, INC FLOURO - FACILITY",1000
361000268,CONTRAST INJECTION PERCUTANEOUOS RADIOLOGIC EVAL GI TUBE - FACILITY,500
361000269,INJECTION FOR BLADDER X-RAY - FACILITY,1000
361000275,"INJECTION PROC,EXTREMITY,VENOGRAPHY - FACILITY",1000
361000277,"INJ DX/THER AGNT PARAVERT FACET JOINT,IMG GUIDE,CERV/THORAC, 1ST LEVEL - FACILITY",2377
361000280,"INJ DX/THER AGNT PARAVERT FACET JOINT,IMG GUIDE,LUMBAR/SAC, 1ST LEVEL - FACILITY",2377
361000283,INJECT RETROGRADE/CONDUIT X-RAY - FACILITY,500
361000286,INJECTION PROCEDURE MYELOGRAPHY/CT LUMBAR - FACILITY,1000
361000289,INJECTION RX EXTREMITY PSEUDOANEURYSM - FACILITY,1000
361000290,INJECT PLATELET RICH PLASMA W/IMG HARVEST/PREPARATOIN - FACILITY,700
361000292,INJECTION HIP ARTHROGRAM - FACILITY,500
361000293,INJECTION FOR LYMPHATIC XRAY - FACILITY,500
361000294,IDENTIFY SENTINEL NODE - FACILITY,925
361000297,INJ PROC SHOULDER ARTHROGRAPHY/CT/MRI - FACILITY,500
361000298,"INJECTION,SACROILIAC JOINT - FACILITY",2377
361000301,INJECT TENDON ORIGIN/INSERT - FACILITY,1000
361000302,INJECT TENDON SHEATH/LIGAMENT - FACILITY,1000
361000304,"INJECT TRIGGER POINT, 1 OR 2 - FACILITY",1000
361000305,"INJECT INDWELL CATH,URETER X-RAY - FACILITY",500
361000306,INJECTION FOR WRIST ARTHROGRAM - FACILITY,500
361000309,INSERT TRANSVEN INTRAHEP PORTOSYS SHUNT - FACILITY,500
361000312,INSJ INTRAPERITONEAL CATHETER W/IMG GUID - FACILITY,8200
361000314,INSERT NON-TUNNEL CV CATH - FACILITY,2160
361000320,INSERT PICC W/O SUB-Q PORT - FACILITY,2377
361000324,INTRACRANIAL BALLOON ANGIOPLSTY W/STENT - FACILITY,8200
361000328,TUBE THORACOSTOMY INCLUDES WATER SEAL - FACILITY,1804
361000330,INSJ TUNNELED CTR VAD W/SUBQ PORT AGE 5 YR/> - FACILITY,8200
361000331,INSJ TUNNELED CVC W/O SUBQ PORT/PMP AGE 5 YR/> - FACILITY,8200
361000337,INSERT DUODENOSTOMY/JEJUNOSTOMY TUBE PERQ - FACILITY,2377
361000339,INS INTRVAS VC FILTR W/WO VAS ACS VSL SELXN RS&I - FACILITY,12000
361000340,INSERT GASTROSTOMY TUBE PERCUTANEOUS - FACILITY,2377
361000341,INSERTION INDWELLING TUNNELED PLEURAL CATHETER - FACILITY,10570
361000348,INTRAVASCULAR US NONCORONARY RS&I ADDL VESSEL - FACILITY,1100
361000349,INTRAVASCULAR US NONCORONARY RS&I INTIAL VESSEL - FACILITY,4796
361000352,INTRO CATHETER SUPERIOR/INFERIOR VENA CAVA - FACILITY,1000
361000354,INTRODUCTION LONG GI TUBE SEPARATE PROCEDURE - FACILITY,2000
361000355,PERCUT DILATN RENAL TRACT - FACILITY,8200
361000358,INTRO OF NEEDLE OR INTRACATHETER UPR/LXTR ARTERY - FACILITY,1000
361000360,PLACE CATH AORTA VIA TRANSLUMBAR - FACILITY,500
361000362,INTRODUCTION CATHETER AORTA - FACILITY,1000
361000379,MEASURE KIDNEY PRESSURE THRU TUBE - FACILITY,1000
361000382,MECH REMOV PERICATH OBSTR CV DEV VIA VEN ACCESS - FACILITY,1000
361000384,MYELOGRAPHY VIA LUMBAR INJECTION RS&I 2+ REGIONS - FACILITY,1000
361000385,MYELOGRAPHY VIA LUMBAR INJECTION RS&I CERVICAL - FACILITY,1000
361000386,MYELOGRAPHY VIA LUMBAR INJECT RS&I LUMBOSACRAL - FACILITY,1000
361000387,MYELOGRAPHY VIA LUMBAR INJECTION RS&I THORACIC - FACILITY,1000
361000388,PUNCTURE DRAINAGE OF LESION - FACILITY,500
361000392,NONSLCTV CATH THOR AORTA ANGIO INTR/XTRCRANL ART - FACILITY,8200
361000393,OPN FEM ART EXPOS DLVR EVASC PROSTH UNI - FACILITY,2377
361000402,ABDOM PARACENTESIS DX/THER W IMAGING GUIDANCE - FACILITY,2000
361000404,PERCUT ASPIRATION VERTEBRAL DISC - FACILITY,2000
361000405,PERCUT DRAIN SPINAL CORD CYST - FACILITY,2377
361000406,BILIARY ENDO PRQ T-TUBE DX W/COLLECT SPEC BRUSH - FACILITY,8200
361000407,PERQ VERTEBROPLASTY UNI/BI INJX CERVICOTHORACIC - FACILITY,8200
361000410,PERC INTER DISC CORE BX - FACILITY,1000
361000412,PERQ VERTEBROPLASTY UNI/BI INJECTION LUMBOSACRAL - FACILITY,8200
361000413,PERQ VERT AGMNTJ CAVITY CRTJ UNI/BI CANNULJ EACH - FACILITY,32000
361000414,PERQ VERT AGMNTJ CAVITY CRTJ UNI/BI CANNULJ LMBR - FACILITY,32000
361000415,PERQ VERT AGMNTJ CAVITY CRTJ UNI/BI CANNULATION - FACILITY,32000
361000416,PERICARDIOCENTESIS INITIAL - FACILITY,2070
361000418,PHLEBECTOMY VARICOSE VEIN <=10 - FACILITY,500
361000420,PLMT ACCESS THRU BILIARY TREE INTO SMALL BWL NEW - FACILITY,3923
361000421,PRQ PLMT BILIARY DRG CATH W/IMG GID RS&I EXTERNL - FACILITY,4887
361000422,PRQ PLMT BILIARY DRG CATH W/IMG GID RS&I INT-EXT - FACILITY,2377
361000428,PLACE CATH IN SUBSEGMT PULM ART - FACILITY,500
361000431,"AAA REPAIR, FEMORAL-FEMORAL GRAFT - FACILITY",2377
361000432,"PLACE RADIOTHER DEVICE/MARKER, PROSTATE - FACILITY",5000
361000435,PLMT NEPHROSTOMY CATH PRQ NEW ACCESS RS&I - FACILITY,2377
361000436,PLMT NEPHROURETERAL CATH PRQ NEW ACCESS RS&I - FACILITY,2377
361000437,OCCLUSIVE DEVICE IN VEIN ART - FACILITY,330.34
361000438,OPEN/PERQ PLACEMENT INTRAVASCULAR STENT EA ADDL - FACILITY,32000
361000439,OPEN/PERQ PLACEMENT INTRAVASCULAR STENT INITIAL - FACILITY,32000
361000440,OPEN/PERQ PLACEMENT INTRAVASC STENT SAME EA ADDL - FACILITY,32000
361000441,OPEN/PERQ PLACEMENT INTRAVASCULAR STENT SAME 1ST - FACILITY,32000
361000442,"INSERT ENDOVASC PROSTH, TAA - FACILITY",7000
361000443,TCAT IV STENT CRV CRTD ART EMBOLIC PROTECJ - FACILITY,8200
361000444,TCATH STENT PLACEMT RETROGRAD CAROTID/INNOMINATE - FACILITY,32000
361000445,PLMT BILE DUCT STENT PRQ EXISTING ACCESS - FACILITY,16468
361000446,PLMT BILE DUCT STENT PRQ NEW ACCESS W/SEP CATH - FACILITY,17012
361000447,PLMT BILE DUCT STENT PRQ NEW ACCESS W/O SEP CATH - FACILITY,16361
361000448,TCAT IV STENT CRV CRTD ART W/O EMBOLIC PROTECJ - FACILITY,2377
361000449,PLACEMENT NG/OG TUBE BY PHYSICIAN - FACILITY,500
361000450,PLMT URTRL STENT PRQ NEW ACCESS W/SEP NFROS CATH - FACILITY,4723
361000451,PLMT URTRL STNT PRQ NEW ACESS W/O SEP NFROS CATH - FACILITY,3874
361000452,PLMT URTRL STENT PRQ PRE-EXISTING NFROS TRACT - FACILITY,2377
361000454,PERQ DRAINAGE PLEURA INSERT CATH W/IMAGING - FACILITY,2000
361000455,PERQ DRAINAGE PLEURA INSERT CATH W/O IMAGING - FACILITY,2000
361000461,"SPINAL PUNCTURE,LUMBAR,DIAGNOSTIC - FACILITY",1000
361000462,"SPINAL PUNCTURE,THERAPEUTIC DRAINAGE - FACILITY",1000
361000464,REMOVAL OF INDWELLING TUNNELED PLEURAL CATHETER WITH CUFF - FACILITY,3540
361000469,REPOSITION VENOUS CATHETER - FACILITY,2377
361000471,REPOSITION GASTRIC FEEDING TUBE THRU DUODENUM - FACILITY,2377
361000477,REVSC OPN/PRG FEM/POP W/ANGIOPLASTY UNI - FACILITY,16500
361000478,REVSC OPN/PRQ FEM/POP W/ATHRC/ANGIOP SM VSL - FACILITY,32000
361000479,REVSC OPN/PRQ FEM/POP W/STNT/ANGIOP SM VSL - FACILITY,19000
361000480,REVSC OPN/PRQ FEM/POP W/STNT/ATHRC/ANGIOP SM VSL - FACILITY,30770
361000481,REVASCULARIZATION ILIAC ARTERY ANGIOP 1ST VSL - FACILITY,16500
361000482,REVASCULARIZATION ILIAC ART ANGIOP EA IPSI VSL - FACILITY,16500
361000483,REVSC OPN/PRQ ILIAC ART W/STNT & ANGIOP IPSILATL - FACILITY,16500
361000484,REVSC OPN/PRQ ILIAC ART W/STNT PLMT & ANGIOPLSTY - FACILITY,19000
361000487,REVSC OPN/PRQ TIB/PERO W/ANGIOPLASTY UNI EA VSL - FACILITY,16500
